Location,Industry,Edition,Category,Subcategory,Hierarchy_Level,Data_Type,Outlet,Outlet_Hierarchy,Year_date,absolute_volume,Year
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2011-12-31,467463323.9,2011
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2012-12-31,499809446.1,2012
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2013-12-31,540776652.1,2013
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2014-12-31,600200563.8000001,2014
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2015-12-31,672767459.0,2015
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2016-12-31,733061283.5,2016
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2017-12-31,763010147.0,2017
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2018-12-31,764625000.9,2018
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2019-12-31,779372446.9,2019
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2020-12-31,798281820.4,2020
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2021-12-31,819652659.1,2021
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2007-12-31,395921699.2,2007
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2008-12-31,405075923.3,2008
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2009-12-31,406756083.90000004,2009
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2010-12-31,402842713.4,2010
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2011-12-31,403424772.2,2011
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2012-12-31,416047239.40000004,2012
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2013-12-31,426862543.2,2013
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2014-12-31,431939856.79999995,2014
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2015-12-31,419229602.7,2015
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2016-12-31,422649229.8,2016
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2017-12-31,426505878.8,2017
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2018-12-31,422462215.0,2018
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2019-12-31,417062962.29999995,2019
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2020-12-31,418068827.1,2020
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2021-12-31,421960972.7,2021
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2007-12-31,275286410.1,2007
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2008-12-31,271299352.0,2008
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2009-12-31,282074275.6,2009
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2010-12-31,289513418.3,2010
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2011-12-31,297793152.2,2011
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2012-12-31,313291136.0,2012
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2013-12-31,294340098.9,2013
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2014-12-31,297376443.90000004,2014
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2015-12-31,298265017.9,2015
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2016-12-31,288123244.4,2016
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2017-12-31,290817673.0,2017
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2018-12-31,286830539.2,2018
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2019-12-31,281077898.0,2019
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2020-12-31,272285193.2,2020
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2021-12-31,277470302.6,2021
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2007-12-31,253809421.6,2007
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2008-12-31,246875277.29999998,2008
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2009-12-31,249850495.9,2009
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2010-12-31,240984712.1,2010
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2011-12-31,243839919.6,2011
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2012-12-31,239083500.20000002,2012
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2013-12-31,254984519.4,2013
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2014-12-31,252128312.8,2014
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2015-12-31,250617146.9,2015
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2016-12-31,247152161.6,2016
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2017-12-31,252356297.7,2017
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2018-12-31,252823669.5,2018
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2019-12-31,259110526.2,2019
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2020-12-31,263988095.4,2020
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2021-12-31,271208570.4,2021
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2007-12-31,182577640.5,2007
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2008-12-31,183824884.8,2008
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2009-12-31,182074191.29999998,2009
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2010-12-31,180547094.89999998,2010
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2011-12-31,186852320.1,2011
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2012-12-31,191063821.5,2012
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2013-12-31,206029974.2,2013
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2014-12-31,212295470.20000002,2014
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2015-12-31,222264053.10000002,2015
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2016-12-31,228790215.20000002,2016
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2017-12-31,238474310.0,2017
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2018-12-31,249385603.5,2018
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2019-12-31,262114405.70000002,2019
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2020-12-31,274944427.0,2020
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2021-12-31,288199777.8,2021
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2007-12-31,1139263833.0,2007
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2008-12-31,1182059369.0,2008
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2009-12-31,1194047761.0,2009
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2010-12-31,1211454844.0,2010
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2011-12-31,1254952741.0,2011
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2012-12-31,1311570859.0,2012
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2013-12-31,1352690223.0,2013
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2014-12-31,1374466419.0,2014
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2015-12-31,1421460855.0,2015
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2016-12-31,1476140334.0,2016
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2017-12-31,1495023906.0,2017
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2018-12-31,1507884027.0,2018
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2019-12-31,1540122500.0,2019
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2020-12-31,1560997706.0,2020
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2021-12-31,1602676488.0,2021
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2007-12-31,1143264219.0,2007
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2008-12-31,1110647900.0,2008
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2009-12-31,1109917722.0,2009
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2010-12-31,1120150164.0,2010
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2011-12-31,1137416152.0,2011
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2012-12-31,1140579828.0,2012
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2013-12-31,1146455712.0,2013
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2014-12-31,1138129903.0,2014
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2015-12-31,1116443800.0,2015
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2016-12-31,1096618776.0,2016
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2017-12-31,1085355662.0,2017
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2018-12-31,1081859591.0,2018
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2019-12-31,1086446684.0,2019
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2020-12-31,1084743426.0,2020
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Food/drink/tobacco specialists,3,2021-12-31,1083026206.0,2021
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2007-12-31,558918972.1,2007
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2008-12-31,549115663.8,2008
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2009-12-31,540377548.1999999,2009
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2010-12-31,540956213.4,2010
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2011-12-31,557857556.1999999,2011
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2012-12-31,553948303.1,2012
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2013-12-31,558954327.3000001,2013
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2014-12-31,584028060.6,2014
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2015-12-31,606201916.6,2015
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2016-12-31,608221044.3000001,2016
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2017-12-31,578091279.6999999,2017
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2018-12-31,534015374.40000004,2018
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2019-12-31,496047213.2,2019
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2020-12-31,479282429.8,2020
1,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2021-12-31,469546987.7,2021
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2007-12-31,376268.17600000004,2007
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2008-12-31,387187.381,2008
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2009-12-31,391055.11799999996,2009
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2010-12-31,388115.606,2010
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2011-12-31,389326.937,2011
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2012-12-31,409772.856,2012
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2013-12-31,425562.629,2013
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2014-12-31,452079.451,2014
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2015-12-31,446577.057,2015
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2016-12-31,455869.327,2016
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2017-12-31,466243.59599999996,2017
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2018-12-31,453765.859,2018
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2019-12-31,452314.108,2019
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2020-12-31,459222.83,2020
2,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2021-12-31,467988.556,2021
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2007-12-31,1245243806.0,2007
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2008-12-31,1231422832.0,2008
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2009-12-31,1226937587.0,2009
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2010-12-31,1195017173.0,2010
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2011-12-31,1221849197.0,2011
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2012-12-31,1174138478.0,2012
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2013-12-31,1113366624.0,2013
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2014-12-31,1178164710.0,2014
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2015-12-31,1148915312.0,2015
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2016-12-31,1046110772.0,2016
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2017-12-31,954087906.1,2017
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2018-12-31,859152818.8,2018
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2019-12-31,787880683.1,2019
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2020-12-31,747384084.5,2020
3,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2021-12-31,738074511.1,2021
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2007-12-31,725313752.5,2007
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2008-12-31,656191704.3,2008
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2009-12-31,643119717.7,2009
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2010-12-31,645850096.7,2010
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2011-12-31,613571905.5,2011
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2012-12-31,575248192.9000001,2012
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2013-12-31,548506314.3,2013
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2014-12-31,514315262.29999995,2014
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2015-12-31,518693347.90000004,2015
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2016-12-31,527936620.9,2016
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2017-12-31,542913718.6,2017
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2018-12-31,521985287.9,2018
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2019-12-31,539195644.1,2019
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2020-12-31,505306922.3,2020
4,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2021-12-31,485102080.9,2021
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2007-12-31,45175889.2,2007
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2008-12-31,45581933.25,2008
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2009-12-31,46734507.129999995,2009
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2010-12-31,49171858.38,2010
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2011-12-31,54373026.5,2011
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2012-12-31,56475789.6,2012
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2013-12-31,57549754.720000006,2013
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2014-12-31,52295779.39,2014
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2015-12-31,54185476.190000005,2015
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2016-12-31,56189058.07,2016
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2017-12-31,58818587.24,2017
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2018-12-31,60838657.8,2018
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2019-12-31,62408098.18,2019
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2020-12-31,63673586.81,2020
5,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2021-12-31,64633617.49000001,2021
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2007-12-31,114480734.9,2007
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2008-12-31,117236878.8,2008
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2009-12-31,117080586.7,2009
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2011-12-31,125254554.7,2011
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2012-12-31,127061284.7,2012
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2013-12-31,137471438.5,2013
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2014-12-31,131919288.89999999,2014
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2015-12-31,130540653.2,2015
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2016-12-31,127424483.7,2016
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2017-12-31,134055561.2,2017
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2018-12-31,140387424.1,2018
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2019-12-31,150272362.79999998,2019
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2020-12-31,154132365.4,2020
6,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2021-12-31,159515070.9,2021
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2007-12-31,820667118.2,2007
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2008-12-31,786770139.6,2008
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2009-12-31,779789019.0,2009
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2010-12-31,762031997.4,2010
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2011-12-31,768055256.3,2011
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2012-12-31,756508262.3,2012
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2013-12-31,745457241.9,2013
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2014-12-31,723538279.2,2014
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2015-12-31,692520781.7,2015
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2016-12-31,667731960.1,2016
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2017-12-31,652367669.5,2017
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2018-12-31,642594959.6,2018
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2019-12-31,640535441.9,2019
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2020-12-31,631280444.6,2020
7,Alcoholic Drinks,2022,Wine,Wine,1,Off-trade Volume,Small Grocery Retailers,3,2021-12-31,622090353.5,2021
1,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Small Grocery Retailers,3,2007-12-31,867268.0706,2007
1,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Small Grocery Retailers,3,2008-12-31,856346.9386,2008
1,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Small Grocery Retailers,3,2009-12-31,841629.2139,2009
1,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Small Grocery Retailers,3,2010-12-31,822007.5427,2010
1,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Small Grocery Retailers,3,2011-12-31,818136.6052,2011
1,Alcoholic Drinks,2022,Spirits,Spirits,1,Off-trade Volume,Small Grocery Retailers,3,2012-12-31,807674.0139,2012
